sample_id,video_id,clip_id,modality,source_file,duration_s,valid_duration_s,feature_shape,feature_dim,num_bins,bin_width_s,valid_bins,padding_rule,extractor,source_sha256
-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-dxfTGcXJoc\2.mp4,16.697982,16.633187,50x74,74,50,0.333960,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,46a5e523b5dd00364c99a3bcbc6fae4c80e1382a84b5b5e681c46eb074ed10f7
-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-dxfTGcXJoc\2.mp4,16.697982,16.697982,50x35,35,50,0.333960,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,46a5e523b5dd00364c99a3bcbc6fae4c80e1382a84b5b5e681c46eb074ed10f7
-dxfTGcXJoc$_$6,-dxfTGcXJoc,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-dxfTGcXJoc\6.mp4,12.735026,12.735026,50x768,768,50,0.254701,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513
-dxfTGcXJoc$_$6,-dxfTGcXJoc,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-dxfTGcXJoc\6.mp4,12.735026,12.628438,50x74,74,50,0.254701,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513
-dxfTGcXJoc$_$6,-dxfTGcXJoc,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-dxfTGcXJoc\6.mp4,12.735026,12.735026,50x35,35,50,0.254701,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513
-egA8-b7-3M$_$26,-egA8-b7-3M,26,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\26.mp4,6.030990,6.030990,50x768,768,50,0.120620,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685
-egA8-b7-3M$_$26,-egA8-b7-3M,26,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\26.mp4,6.030990,5.920562,50x74,74,50,0.120620,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685
-egA8-b7-3M$_$26,-egA8-b7-3M,26,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\26.mp4,6.030990,6.030990,50x35,35,50,0.120620,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685
-egA8-b7-3M$_$17,-egA8-b7-3M,17,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\17.mp4,7.271029,7.271029,50x768,768,50,0.145421,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f
-egA8-b7-3M$_$17,-egA8-b7-3M,17,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\17.mp4,7.271029,7.095250,50x74,74,50,0.145421,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f
-egA8-b7-3M$_$17,-egA8-b7-3M,17,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\17.mp4,7.271029,7.271029,50x35,35,50,0.145421,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f
-egA8-b7-3M$_$18,-egA8-b7-3M,18,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\18.mp4,8.386003,8.386003,50x768,768,50,0.167720,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90
-egA8-b7-3M$_$18,-egA8-b7-3M,18,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\18.mp4,8.386003,8.265688,50x74,74,50,0.167720,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90
-egA8-b7-3M$_$18,-egA8-b7-3M,18,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\18.mp4,8.386003,8.386003,50x35,35,50,0.167720,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90
-egA8-b7-3M$_$16,-egA8-b7-3M,16,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\16.mp4,5.538021,5.538021,50x768,768,50,0.110760,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c
-egA8-b7-3M$_$16,-egA8-b7-3M,16,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\16.mp4,5.538021,5.483000,50x74,74,50,0.110760,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c
-egA8-b7-3M$_$16,-egA8-b7-3M,16,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\16.mp4,5.538021,5.538021,50x35,35,50,0.110760,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c
-egA8-b7-3M$_$13,-egA8-b7-3M,13,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\13.mp4,4.183984,4.183984,50x768,768,50,0.083680,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c
-egA8-b7-3M$_$13,-egA8-b7-3M,13,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\13.mp4,4.183984,4.023875,50x74,74,50,0.083680,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c
-egA8-b7-3M$_$13,-egA8-b7-3M,13,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\13.mp4,4.183984,4.183984,50x35,35,50,0.083680,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c
-egA8-b7-3M$_$1,-egA8-b7-3M,1,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\1.mp4,10.266016,10.266016,50x768,768,50,0.205320,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b
-egA8-b7-3M$_$1,-egA8-b7-3M,1,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\1.mp4,10.266016,10.156250,50x74,74,50,0.205320,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b
-egA8-b7-3M$_$1,-egA8-b7-3M,1,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\1.mp4,10.266016,10.266016,50x35,35,50,0.205320,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b
-egA8-b7-3M$_$6,-egA8-b7-3M,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\6.mp4,6.264974,6.264974,50x768,768,50,0.125299,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0
-egA8-b7-3M$_$6,-egA8-b7-3M,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\6.mp4,6.264974,6.183125,50x74,74,50,0.125299,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0
-egA8-b7-3M$_$6,-egA8-b7-3M,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\6.mp4,6.264974,6.264974,50x35,35,50,0.125299,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0
-egA8-b7-3M$_$9,-egA8-b7-3M,9,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\9.mp4,5.089974,5.089974,50x768,768,50,0.101799,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c
-egA8-b7-3M$_$9,-egA8-b7-3M,9,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\9.mp4,5.089974,4.936125,50x74,74,50,0.101799,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c
-egA8-b7-3M$_$9,-egA8-b7-3M,9,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\9.mp4,5.089974,5.089974,50x35,35,50,0.101799,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c
-egA8-b7-3M$_$20,-egA8-b7-3M,20,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\20.mp4,6.644987,6.644987,50x768,768,50,0.132900,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8
-egA8-b7-3M$_$20,-egA8-b7-3M,20,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\20.mp4,6.644987,6.474437,50x74,74,50,0.132900,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8
-egA8-b7-3M$_$20,-egA8-b7-3M,20,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-egA8-b7-3M\20.mp4,6.644987,6.644987,50x35,35,50,0.132900,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8
-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\3.mp4,5.621000,5.621000,50x768,768,50,0.112420,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50
-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\3.mp4,5.621000,5.538250,50x74,74,50,0.112420,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50
-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\3.mp4,5.621000,5.621000,50x35,35,50,0.112420,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\7.mp4,4.104000,4.104000,50x768,768,50,0.082080,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\7.mp4,4.104000,4.005750,50x74,74,50,0.082080,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\7.mp4,4.104000,4.104000,50x35,35,50,0.082080,49,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081
-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\6.mp4,2.903000,2.903000,50x768,768,50,0.058060,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3
-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\6.mp4,2.903000,2.820438,50x74,74,50,0.058060,49,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3
-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\6.mp4,2.903000,2.903000,50x35,35,50,0.058060,49,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3
-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\9.mp4,3.416000,3.416000,50x768,768,50,0.068320,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74
-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\9.mp4,3.416000,3.374062,50x74,74,50,0.068320,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74
-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\9.mp4,3.416000,3.416000,50x35,35,50,0.068320,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74
-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\8.mp4,8.093000,8.093000,50x768,768,50,0.161860,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412
-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\8.mp4,8.093000,8.026063,50x74,74,50,0.161860,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412
-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-iRBcNs9oI8\8.mp4,8.093000,8.093000,50x35,35,50,0.161860,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412
-lzEya4AM_4$_$5,-lzEya4AM_4,5,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-lzEya4AM_4\5.mp4,7.675000,7.675000,50x768,768,50,0.153500,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043
-lzEya4AM_4$_$5,-lzEya4AM_4,5,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-lzEya4AM_4\5.mp4,7.675000,7.569687,50x74,74,50,0.153500,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043
-lzEya4AM_4$_$5,-lzEya4AM_4,5,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-lzEya4AM_4\5.mp4,7.675000,7.675000,50x35,35,50,0.153500,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043
-lzEya4AM_4$_$6,-lzEya4AM_4,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-lzEya4AM_4\6.mp4,14.791992,14.791992,50x768,768,50,0.295840,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18
-lzEya4AM_4$_$6,-lzEya4AM_4,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-lzEya4AM_4\6.mp4,14.791992,14.740375,50x74,74,50,0.295840,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18
-lzEya4AM_4$_$6,-lzEya4AM_4,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-lzEya4AM_4\6.mp4,14.791992,14.791992,50x35,35,50,0.295840,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\1.mp4,6.103000,6.103000,50x768,768,50,0.122060,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\1.mp4,6.103000,6.054500,50x74,74,50,0.122060,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\1.mp4,6.103000,6.103000,50x35,35,50,0.122060,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\2.mp4,5.731000,5.731000,50x768,768,50,0.114620,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\2.mp4,5.731000,5.701688,50x74,74,50,0.114620,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\2.mp4,5.731000,5.731000,50x35,35,50,0.114620,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\6.mp4,2.257000,2.257000,50x768,768,50,0.045140,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\6.mp4,2.257000,2.228125,50x74,74,50,0.045140,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\6.mp4,2.257000,2.257000,50x35,35,50,0.045140,49,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,7.033000,7.033000,50x768,768,50,0.140660,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,7.033000,6.908750,50x74,74,50,0.140660,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,7.033000,7.033000,50x35,35,50,0.140660,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\8.mp4,4.192000,4.192000,50x768,768,50,0.083840,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\8.mp4,4.192000,4.171375,50x74,74,50,0.083840,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\8.mp4,4.192000,4.192000,50x35,35,50,0.083840,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc
-mqbVkbCndg$_$0,-mqbVkbCndg,0,text,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mqbVkbCndg\0.mp4,6.466667,6.466667,50x768,768,50,0.129333,50,zero vector with text_mask=0,distilbert-base-uncased; mean of last 4 hidden layers; overlap-weighted pooling,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda
-mqbVkbCndg$_$0,-mqbVkbCndg,0,audio,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mqbVkbCndg\0.mp4,6.466667,6.385500,50x74,74,50,0.129333,50,zero vector with audio_mask=0,16 kHz mono; MFCC/chroma/spectral/pitch/energy statistics,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda
-mqbVkbCndg$_$0,-mqbVkbCndg,0,vision,附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mqbVkbCndg\0.mp4,6.466667,6.466667,50x35,35,50,0.129333,50,nearest center frame; zero vector with vision_mask=0,OpenCV face/appearance/texture/optical-flow descriptors,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda
